;mmol/l
;Br
1;0.042871811578408726
2;0.04325939941164965
3;0.0432983503964341
4;0.08617405900174208
5;0.12943384813537226
6;0.12986042592578864
7;0.12990327783471337
8;0.1299075649733173
9;0.12990799370666123
10;0.12990803658019048
11;0.12990804086754534
12;0.12990804129628084
13;0.17277985291756312
14;0.17316744075509138
15;0.17320639174030458
16;0.17321028876724673
17;0.17321067848923155
18;0.17321071746162295
19;0.17321072135886406
20;0.17321072174858815
21;0.17321072178756058
22;0.1732107217914578
23;0.17321072179184754
24;0.1732107217918865
25;0.1732107217918904
26;0.17321072179189081
27;0.17321072179189084
28;0.17321072179189084
29;0.17321072179189084
30;0.17321072179189084
31;0.17321072179189084
32;0.17321072179189084
33;0.17321072179189084
34;0.17321072179189084
35;0.17321072179189084
36;0.17321072179189084
37;0.17321072179189084
38;0.17321072179189084
39;0.17321072179189084
40;0.17321072179189084
41;0.17321072179189084
42;0.17321072179189084
43;0.17321072179189084
44;0.17321072179189084
45;0.17321072179189084
46;0.17321072179189084
47;0.17321072179189084
48;0.17321072179189084
49;0.17321072179189084
50;0.17321072179189084
51;0.17321072179189084
52;0.17321072179189084
53;0.17321072179189084
54;0.17321072179189084
55;0.17321072179189084
56;0.17321072179189084
57;0.17321072179189084
58;0.17321072179189084
59;0.17321072179189084
60;0.17321072179189084
61;0.17321072179189084
62;0.17321072179189084
63;0.17321072179189084
64;0.17321072179189084
65;0.17321072179189084
66;0.17321072179189084
67;0.17321072179189084
68;0.17321072179189084
69;0.17321072179189084
70;0.17321072179189084
71;0.17321072179189084
72;0.17321072179189084
73;0.17321072179189084
74;0.17321072179189084
75;0.17321072179189084
76;0.17321072179189084
77;0.17321072179189084
78;0.17321072179189084
79;0.17321072179189084
80;0.17321072179189084
81;0.17321072179189084
82;0.17321072179189084
83;0.17321072179189084
84;0.17321072179189084
85;0.17321072179189084
86;0.17321072179189084
87;0.17321072179189084
88;0.17321072179189084
89;0.17321072179189084
90;0.17321072179189084
91;0.17321072179189084
92;0.17321072179189084
93;0.17321072179189084
94;0.17321072179189084
95;0.17321072179189084
96;0.17321072179189084
97;0.17321072179189084
98;0.17321072179189084
99;0.17321072179189084
100;0.17321072179189084
101;0.17321072179189084
102;0.17321072179189084
103;0.17321072179189084
104;0.17321072179189084
105;0.17321072179189084
106;0.17321072179189084
107;0.17321072179189084
108;0.17321072179189084
109;0.17321072179189084
110;0.17321072179189084
111;0.17321072179189084
112;0.17321072179189084
113;0.17321072179189084
114;0.17321072179189084
115;0.17321072179189084
116;0.17321072179189084
117;0.17321072179189084
118;0.17321072179189084
119;0.17321072179189084
120;0.17321072179189084
121;0.17321072179189084
122;0.17321072179189084
123;0.17321072179189084
124;0.17321072179189084
125;0.17321072179189084
126;0.17321072179189084
127;0.17321072179189084
128;0.17321072179189084
129;0.17321072179189084
130;0.17321072179189084
131;0.17321072179189084
132;0.17321072179189084
133;0.17321072179189084
134;0.17321072179189084
135;0.17321072179189084
136;0.17321072179189084
137;0.17321072179189084
138;0.17321072179189084
139;0.17321072179189084
140;0.17321072179189084
141;0.17321072179189084
142;0.17321072179189084
143;0.17321072179189084
144;0.17321072179189084
145;0.17321072179189084
146;0.17321072179189084
147;0.17321072179189084
148;0.17321072179189084
149;0.17321072179189084
150;0.17321072179189084
151;0.17321072179189084
152;0.17321072179189084
153;0.17321072179189084
154;0.17321072179189084
155;0.17321072179189084
156;0.17321072179189084
157;0.17321072179189084
158;0.17321072179189084
159;0.17321072179189084
160;0.17321072179189084
